Farm_ID,Date,Crop,Disease,Growth_Stage,Weather_Condition,Severity,Treatment_Applied,Treatment_Type,Dosage,Cost_Per_Acre,Outcome,Analyst_Notes
9260fb9b,7/26/2025,Grape,Esca (Black Measles),Seedling,Cold,Low,Pruning & Sanitation,Mechanical,2.0 pts/acre,101,Partial Control,Pruning & Sanitation used during Seedling stage under Cold conditions for Low Esca (Black Measles). Outcome: Partial Control. Recommended.
9.36E+06,12/27/2025,Grape,Black Rot,Seedling,Humid,Low,Thiophanate-methyl,Chemical,2.0 pts/acre,27,Success,Thiophanate-methyl used during Seedling stage under Humid conditions for Low Black Rot. Outcome: Success. Recommended.
fed75883,6/24/2025,Apple,Black Rot,Harvest Ready,Dry/Sunny,Low,Captan,Chemical,2.0 pts/acre,27,Success,Captan used during Harvest Ready stage under Dry/Sunny conditions for Low Black Rot. Outcome: Success. Recommended.
dc7a2764,12/5/2025,Grape,Black Rot,Harvest Ready,Humid,Moderate,Captan,Chemical,2.0 pts/acre,22,Success,Captan used during Harvest Ready stage under Humid conditions for Moderate Black Rot. Outcome: Success. Recommended.
9cbed3c3,7/15/2025,Grape,Esca (Black Measles),Fruiting,Dry/Sunny,Critical,Pruning & Sanitation,Mechanical,3.0 pts/acre,103,Partial Control,Pruning & Sanitation used during Fruiting stage under Dry/Sunny conditions for Critical Esca (Black Measles). Outcome: Partial Control. Recommended.
8d5cbd5e,11/8/2025,Tomato,Late Blight,Fruiting,Cold,Low,Propamocarb,Chemical,2.0 pts/acre,36,Success,Propamocarb used during Fruiting stage under Cold conditions for Low Late Blight. Outcome: Success. Recommended.
b21277d4,9/19/2025,Apple,Cedar Apple Rust,Harvest Ready,Hot,Moderate,Myclobutanil,Chemical,2.0 pts/acre,39,Failure,Myclobutanil used during Harvest Ready stage under Hot conditions for Moderate Cedar Apple Rust. Outcome: Failure. unsafe due to PHI (14 days).
d5050b09,8/13/2025,Grape,Esca (Black Measles),Fruiting,Rainy,Moderate,Trichoderma species,Organic,2.0 pts/acre,35,Failure,Trichoderma species used during Fruiting stage under Rainy conditions for Moderate Esca (Black Measles). Outcome: Failure. Recommended.
30272704,8/19/2025,Apple,Black Rot,Harvest Ready,Dry/Sunny,Low,Lime Sulfur,Organic,2.0 pts/acre,10,Partial Control,Lime Sulfur used during Harvest Ready stage under Dry/Sunny conditions for Low Black Rot. Outcome: Partial Control. Recommended.
c4ddb942,8/8/2025,Potato,Early Blight,Vegetative,Humid,Low,Copper Hydroxide,Organic,2.0 pts/acre,18,Partial Control,Copper Hydroxide used during Vegetative stage under Humid conditions for Low Early Blight. Outcome: Partial Control. Recommended.
64c632d3,8/31/2025,Grape,Esca (Black Measles),Flowering,Rainy,Low,Pruning & Sanitation,Mechanical,2.0 pts/acre,102,Partial Control,Pruning & Sanitation used during Flowering stage under Rainy conditions for Low Esca (Black Measles). Outcome: Partial Control. Recommended.
43843525,11/18/2025,Grape,Esca (Black Measles),Harvest Ready,Rainy,Low,Trichoderma species,Organic,2.0 pts/acre,38,Failure,Trichoderma species used during Harvest Ready stage under Rainy conditions for Low Esca (Black Measles). Outcome: Failure. Recommended.
68fda1bf,5/21/2025,Apple,Black Rot,Vegetative,Cold,High,Lime Sulfur,Organic,3.0 pts/acre,10,Failure,Lime Sulfur used during Vegetative stage under Cold conditions for High Black Rot. Outcome: Failure. Recommended.
c3052d60,5/8/2025,Grape,Leaf Blight,Seedling,Hot,Low,Copper Oxychloride,Chemical,2.0 pts/acre,17,Partial Control,Copper Oxychloride used during Seedling stage under Hot conditions for Low Leaf Blight. Outcome: Partial Control. Recommended.
7c833bf9,8/20/2025,Apple,Black Rot,Vegetative,Humid,High,Lime Sulfur,Organic,3.0 pts/acre,11,Failure,Lime Sulfur used during Vegetative stage under Humid conditions for High Black Rot. Outcome: Failure. Recommended.
cf527d9a,1/19/2026,Grape,Esca (Black Measles),Seedling,Hot,Critical,Pruning & Sanitation,Mechanical,3.0 pts/acre,102,Partial Control,Pruning & Sanitation used during Seedling stage under Hot conditions for Critical Esca (Black Measles). Outcome: Partial Control. Recommended.
51bd6f17,4/30/2025,Potato,Early Blight,Flowering,Humid,Moderate,Chlorothalonil (Bravo),Chemical,2.0 pts/acre,21,Success,Chlorothalonil (Bravo) used during Flowering stage under Humid conditions for Moderate Early Blight. Outcome: Success. Recommended.
5c628c71,8/30/2025,Potato,Early Blight,Harvest Ready,Dry/Sunny,Moderate,Bacillus subtilis,Organic,2.0 pts/acre,29,Partial Control,Bacillus subtilis used during Harvest Ready stage under Dry/Sunny conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
383ea118,10/13/2025,Apple,Cedar Apple Rust,Flowering,Humid,Moderate,Propiconazole,Chemical,2.0 pts/acre,26,Success,Propiconazole used during Flowering stage under Humid conditions for Moderate Cedar Apple Rust. Outcome: Success. Recommended.
0ca143f4,12/20/2025,Tomato,Bacterial Spot,Fruiting,Dry/Sunny,High,Agri-Mycin,Chemical,3.0 pts/acre,33,Partial Control,Agri-Mycin used during Fruiting stage under Dry/Sunny conditions for High Bacterial Spot. Outcome: Partial Control. Recommended.
1abb359b,8/4/2025,Grape,Black Rot,Flowering,Rainy,Moderate,Lime Sulfur,Organic,2.0 pts/acre,13,Failure,Lime Sulfur used during Flowering stage under Rainy conditions for Moderate Black Rot. Outcome: Failure. Recommended.
2aa4187b,9/14/2025,Potato,Late Blight,Vegetative,Hot,Low,Ridomil Gold,Chemical,2.0 pts/acre,50,Success,Ridomil Gold used during Vegetative stage under Hot conditions for Low Late Blight. Outcome: Success. Recommended.
deaf6b50,8/21/2025,Apple,Black Rot,Vegetative,Cold,High,Captan,Chemical,3.0 pts/acre,22,Partial Control,Captan used during Vegetative stage under Cold conditions for High Black Rot. Outcome: Partial Control. Recommended.
f548b10b,2/18/2026,Apple,Cedar Apple Rust,Fruiting,Dry/Sunny,Moderate,Propiconazole,Chemical,2.0 pts/acre,34,Success,Propiconazole used during Fruiting stage under Dry/Sunny conditions for Moderate Cedar Apple Rust. Outcome: Success. Recommended.
b686edef,12/25/2025,Tomato,Late Blight,Flowering,Cold,Moderate,Ridomil Gold,Chemical,2.0 pts/acre,53,Success,Ridomil Gold used during Flowering stage under Cold conditions for Moderate Late Blight. Outcome: Success. Recommended.
35078fae,1/21/2026,Tomato,Early Blight,Vegetative,Rainy,Moderate,Chlorothalonil (Bravo),Chemical,2.0 pts/acre,25,Partial Control,Chlorothalonil (Bravo) used during Vegetative stage under Rainy conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
868e850d,3/3/2025,Potato,Early Blight,Vegetative,Hot,Moderate,Azoxystrobin (Quadris),Chemical,2.0 pts/acre,43,Success,Azoxystrobin (Quadris) used during Vegetative stage under Hot conditions for Moderate Early Blight. Outcome: Success. Recommended.
3c45c38e,1/13/2026,Tomato,Early Blight,Seedling,Hot,Low,Azoxystrobin (Quadris),Chemical,2.0 pts/acre,49,Success,Azoxystrobin (Quadris) used during Seedling stage under Hot conditions for Low Early Blight. Outcome: Success. Recommended.
b8305d21,1/1/2026,Tomato,Bacterial Spot,Seedling,Hot,Critical,Agri-Mycin,Chemical,3.0 pts/acre,35,Partial Control,Agri-Mycin used during Seedling stage under Hot conditions for Critical Bacterial Spot. Outcome: Partial Control. Recommended.
0dff0202,2/22/2025,Potato,Early Blight,Fruiting,Humid,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,29,Success,Chlorothalonil (Bravo) used during Fruiting stage under Humid conditions for High Early Blight. Outcome: Success. Recommended.
cac37248,5/28/2025,Tomato,Bacterial Spot,Vegetative,Humid,Moderate,Copper + Mancozeb,Chemical,2.0 pts/acre,30,Success,Copper + Mancozeb used during Vegetative stage under Humid conditions for Moderate Bacterial Spot. Outcome: Success. Recommended.
ff745bb5,9/21/2025,Apple,Black Rot,Seedling,Dry/Sunny,High,Thiophanate-methyl,Chemical,3.0 pts/acre,35,Success,Thiophanate-methyl used during Seedling stage under Dry/Sunny conditions for High Black Rot. Outcome: Success. Recommended.
c8ed4d37,3/17/2025,Apple,Black Rot,Fruiting,Cold,Moderate,Lime Sulfur,Organic,2.0 pts/acre,15,Partial Control,Lime Sulfur used during Fruiting stage under Cold conditions for Moderate Black Rot. Outcome: Partial Control. Recommended.
98bf7152,6/29/2025,Apple,Cedar Apple Rust,Flowering,Dry/Sunny,High,Propiconazole,Chemical,3.0 pts/acre,29,Success,Propiconazole used during Flowering stage under Dry/Sunny conditions for High Cedar Apple Rust. Outcome: Success. Recommended.
19037ef0,6/6/2025,Grape,Black Rot,Seedling,Humid,High,Thiophanate-methyl,Chemical,3.0 pts/acre,34,Success,Thiophanate-methyl used during Seedling stage under Humid conditions for High Black Rot. Outcome: Success. Recommended.
56f63cdc,6/18/2025,Apple,Cedar Apple Rust,Seedling,Dry/Sunny,Low,Propiconazole,Chemical,2.0 pts/acre,32,Success,Propiconazole used during Seedling stage under Dry/Sunny conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
a5c2efdc,12/12/2025,Tomato,Bacterial Spot,Vegetative,Humid,Low,Agri-Mycin,Chemical,2.0 pts/acre,36,Partial Control,Agri-Mycin used during Vegetative stage under Humid conditions for Low Bacterial Spot. Outcome: Partial Control. Recommended.
9aa03403,9/10/2025,Tomato,Late Blight,Harvest Ready,Cold,Low,Ridomil Gold,Chemical,2.0 pts/acre,50,Failure,Ridomil Gold used during Harvest Ready stage under Cold conditions for Low Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
f6cc49a7,11/16/2025,Potato,Early Blight,Seedling,Rainy,Moderate,Chlorothalonil (Bravo),Chemical,2.0 pts/acre,30,Partial Control,Chlorothalonil (Bravo) used during Seedling stage under Rainy conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
99220979,1/31/2026,Apple,Apple Scab,Vegetative,Cold,High,Myclobutanil,Chemical,3.0 pts/acre,35,Success,Myclobutanil used during Vegetative stage under Cold conditions for High Apple Scab. Outcome: Success. Recommended.
7dac5938,4/23/2025,Tomato,Late Blight,Fruiting,Dry/Sunny,High,Propamocarb,Chemical,3.0 pts/acre,41,Success,Propamocarb used during Fruiting stage under Dry/Sunny conditions for High Late Blight. Outcome: Success. Recommended.
68a420f8,3/19/2025,Grape,Esca (Black Measles),Seedling,Rainy,Moderate,Pruning & Sanitation,Mechanical,2.0 pts/acre,104,Partial Control,Pruning & Sanitation used during Seedling stage under Rainy conditions for Moderate Esca (Black Measles). Outcome: Partial Control. Recommended.
3cf7163a,1/14/2026,Tomato,Early Blight,Seedling,Dry/Sunny,Moderate,Bacillus subtilis,Organic,2.0 pts/acre,32,Partial Control,Bacillus subtilis used during Seedling stage under Dry/Sunny conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
02f8e9fc,3/9/2025,Potato,Early Blight,Fruiting,Cold,Critical,Copper Hydroxide,Organic,3.0 pts/acre,18,Failure,Copper Hydroxide used during Fruiting stage under Cold conditions for Critical Early Blight. Outcome: Failure. Recommended.
dc395b24,11/7/2025,Tomato,Late Blight,Flowering,Humid,High,Propamocarb,Chemical,3.0 pts/acre,41,Success,Propamocarb used during Flowering stage under Humid conditions for High Late Blight. Outcome: Success. Recommended.
44b840d0,12/3/2025,Apple,Black Rot,Harvest Ready,Dry/Sunny,Moderate,Captan,Chemical,2.0 pts/acre,17,Success,Captan used during Harvest Ready stage under Dry/Sunny conditions for Moderate Black Rot. Outcome: Success. Recommended.
1c8fd9ac,5/31/2025,Grape,Black Rot,Seedling,Humid,Critical,Captan,Chemical,3.0 pts/acre,19,Success,Captan used during Seedling stage under Humid conditions for Critical Black Rot. Outcome: Success. Recommended.
e27be2ca,5/6/2025,Tomato,Early Blight,Vegetative,Hot,Low,Mancozeb (Dithane),Chemical,2.0 pts/acre,16,Success,Mancozeb (Dithane) used during Vegetative stage under Hot conditions for Low Early Blight. Outcome: Success. Recommended.
b02bef45,6/23/2025,Grape,Black Rot,Fruiting,Dry/Sunny,Low,Thiophanate-methyl,Chemical,2.0 pts/acre,31,Success,Thiophanate-methyl used during Fruiting stage under Dry/Sunny conditions for Low Black Rot. Outcome: Success. Recommended.
d355c46d,11/4/2025,Apple,Cedar Apple Rust,Flowering,Dry/Sunny,Critical,Propiconazole,Chemical,3.0 pts/acre,26,Success,Propiconazole used during Flowering stage under Dry/Sunny conditions for Critical Cedar Apple Rust. Outcome: Success. Recommended.
7f6f620f,3/7/2025,Potato,Early Blight,Harvest Ready,Humid,Moderate,Azoxystrobin (Quadris),Chemical,2.0 pts/acre,41,Success,Azoxystrobin (Quadris) used during Harvest Ready stage under Humid conditions for Moderate Early Blight. Outcome: Success. Recommended.
4cf5fea2,8/31/2025,Potato,Late Blight,Vegetative,Dry/Sunny,High,Fixed Copper,Organic,3.0 pts/acre,13,Partial Control,Fixed Copper used during Vegetative stage under Dry/Sunny conditions for High Late Blight. Outcome: Partial Control. Recommended.
d9f7e27e,3/5/2025,Grape,Leaf Blight,Harvest Ready,Hot,Low,Mancozeb,Chemical,2.0 pts/acre,23,Failure,Mancozeb used during Harvest Ready stage under Hot conditions for Low Leaf Blight. Outcome: Failure. unsafe due to PHI (66 days).
acd358fd,9/7/2025,Potato,Late Blight,Seedling,Rainy,High,Propamocarb,Chemical,3.0 pts/acre,44,Partial Control,Propamocarb used during Seedling stage under Rainy conditions for High Late Blight. Outcome: Partial Control. Recommended.
be439a74,6/23/2025,Tomato,Bacterial Spot,Flowering,Hot,Moderate,Agri-Mycin,Chemical,2.0 pts/acre,38,Partial Control,Agri-Mycin used during Flowering stage under Hot conditions for Moderate Bacterial Spot. Outcome: Partial Control. Recommended.
83b77e77,1/9/2026,Tomato,Early Blight,Vegetative,Hot,Critical,Bacillus subtilis,Organic,3.0 pts/acre,33,Failure,Bacillus subtilis used during Vegetative stage under Hot conditions for Critical Early Blight. Outcome: Failure. Recommended.
8ec9ee35,8/15/2025,Apple,Cedar Apple Rust,Vegetative,Dry/Sunny,Moderate,Propiconazole,Chemical,2.0 pts/acre,34,Success,Propiconazole used during Vegetative stage under Dry/Sunny conditions for Moderate Cedar Apple Rust. Outcome: Success. Recommended.
2a2d015e,11/15/2025,Apple,Black Rot,Vegetative,Hot,Low,Captan,Chemical,2.0 pts/acre,19,Success,Captan used during Vegetative stage under Hot conditions for Low Black Rot. Outcome: Success. Recommended.
046d5183,11/2/2025,Apple,Apple Scab,Seedling,Dry/Sunny,Low,Captan,Chemical,2.0 pts/acre,24,Success,Captan used during Seedling stage under Dry/Sunny conditions for Low Apple Scab. Outcome: Success. Recommended.
b159af75,6/17/2025,Potato,Early Blight,Harvest Ready,Rainy,Critical,Copper Hydroxide,Organic,3.0 pts/acre,16,Failure,Copper Hydroxide used during Harvest Ready stage under Rainy conditions for Critical Early Blight. Outcome: Failure. Recommended.
9065d277,5/26/2025,Tomato,Late Blight,Fruiting,Cold,Low,Ridomil Gold,Chemical,2.0 pts/acre,58,Success,Ridomil Gold used during Fruiting stage under Cold conditions for Low Late Blight. Outcome: Success. Recommended.
deb24ed4,3/1/2025,Potato,Early Blight,Flowering,Rainy,Low,Copper Hydroxide,Organic,2.0 pts/acre,19,Failure,Copper Hydroxide used during Flowering stage under Rainy conditions for Low Early Blight. Outcome: Failure. Recommended.
76286d11,4/27/2025,Apple,Cedar Apple Rust,Flowering,Dry/Sunny,High,Propiconazole,Chemical,3.0 pts/acre,30,Success,Propiconazole used during Flowering stage under Dry/Sunny conditions for High Cedar Apple Rust. Outcome: Success. Recommended.
966f26c7,4/10/2025,Grape,Leaf Blight,Vegetative,Dry/Sunny,Critical,Mancozeb,Chemical,3.0 pts/acre,18,Success,Mancozeb used during Vegetative stage under Dry/Sunny conditions for Critical Leaf Blight. Outcome: Success. Recommended.
6d1a2a19,6/16/2025,Grape,Leaf Blight,Harvest Ready,Hot,Low,Mancozeb,Chemical,2.0 pts/acre,17,Failure,Mancozeb used during Harvest Ready stage under Hot conditions for Low Leaf Blight. Outcome: Failure. unsafe due to PHI (66 days).
2.30E+14,12/25/2025,Apple,Black Rot,Vegetative,Cold,Low,Thiophanate-methyl,Chemical,2.0 pts/acre,29,Success,Thiophanate-methyl used during Vegetative stage under Cold conditions for Low Black Rot. Outcome: Success. Recommended.
92c0d05a,9/25/2025,Grape,Leaf Blight,Vegetative,Rainy,Moderate,Mancozeb,Chemical,2.0 pts/acre,19,Partial Control,Mancozeb used during Vegetative stage under Rainy conditions for Moderate Leaf Blight. Outcome: Partial Control. Recommended.
f9f6249a,9/8/2025,Tomato,Bacterial Spot,Vegetative,Humid,Low,Agri-Mycin,Chemical,2.0 pts/acre,40,Partial Control,Agri-Mycin used during Vegetative stage under Humid conditions for Low Bacterial Spot. Outcome: Partial Control. Recommended.
6e49c48c,2/17/2026,Potato,Early Blight,Harvest Ready,Dry/Sunny,Critical,Copper Hydroxide,Organic,3.0 pts/acre,16,Failure,Copper Hydroxide used during Harvest Ready stage under Dry/Sunny conditions for Critical Early Blight. Outcome: Failure. Recommended.
da9037f1,2/2/2026,Potato,Late Blight,Harvest Ready,Dry/Sunny,High,Ridomil Gold,Chemical,3.0 pts/acre,55,Failure,Ridomil Gold used during Harvest Ready stage under Dry/Sunny conditions for High Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
c9513aab,2/13/2026,Potato,Early Blight,Flowering,Hot,Moderate,Bacillus subtilis,Organic,2.0 pts/acre,34,Partial Control,Bacillus subtilis used during Flowering stage under Hot conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
f1dfe9a2,11/24/2025,Grape,Black Rot,Flowering,Rainy,Critical,Thiophanate-methyl,Chemical,3.0 pts/acre,33,Partial Control,Thiophanate-methyl used during Flowering stage under Rainy conditions for Critical Black Rot. Outcome: Partial Control. Recommended.
0b356327,12/22/2025,Tomato,Early Blight,Vegetative,Dry/Sunny,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,21,Success,Chlorothalonil (Bravo) used during Vegetative stage under Dry/Sunny conditions for High Early Blight. Outcome: Success. Recommended.
